token,symbol,name,exch,instrument_type,lot_size,tick_size,updated_at
531322,HAVISHA,HAVISHA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539176,HAWAENG,HAWAENG,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
508486,HAWKINCOOK,HAWKINCOOK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532467,HAZOOR,HAZOOR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
542592,HBEL,HBEL,BSE,,1250,0.01,2026-07-05 08:48:17.051738+00
532334,HBESD,HBESD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
537839,HBGHOTELS,HBGHOTELS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
508956,HBLEAS,HBLEAS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
517271,HBLENGINE,HBLENGINE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532333,HBPOR,HBPOR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532216,HBSL,HBSL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500185,HCC,HCC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539787,HCG,HCG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539224,HCKKVENTURE,HCKKVENTURE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500179,HCL-INSYS,HCL-INSYS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538652,HCLTD,HCLTD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532281,HCLTECH,HCLTECH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544429,HDBFS,HDBFS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
541729,HDFCAMC,HDFCAMC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500180,HDFCBANK,HDFCBANK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543774,HDFCBSE500,HDFCBSE500,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543607,HDFCGROWTH,HDFCGROWTH,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540777,HDFCLIFE,HDFCLIFE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543627,HDFCLOWVOL,HDFCLOWVOL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543776,HDFCMID150,HDFCMID150,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543628,HDFCMOMENT,HDFCMOMENT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543570,HDFCNEXT50,HDFCNEXT50,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543569,HDFCNIF100,HDFCNIF100,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543224,HDFCNIFBAN,HDFCNIFBAN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543665,HDFCNIFIT,HDFCNIFIT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539516,HDFCNIFTY,HDFCNIFTY,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544110,HDFCPSUBK,HDFCPSUBK,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543666,HDFCPVTBAN,HDFCPVTBAN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543605,HDFCQUAL,HDFCQUAL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539517,HDFCSENSEX,HDFCSENSEX,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543775,HDFCSML250,HDFCSML250,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543608,HDFCVALUE,HDFCVALUE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532873,HDIL,HDIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540210,HEADSUP,HEADSUP,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
503689,HEALINV,HEALINV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544109,HEALTHADD,HEALTHADD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543348,HEALTHAXIS,HEALTHAXIS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544701,HEALTHCARE,HEALTHCARE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543292,HEALTHIETF,HEALTHIETF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533259,HEALTHX,HEALTHX,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543473,HEALTHY,HEALTHY,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543546,HEALTHYLIFE,HEALTHYLIFE,BSE,,2000,0.01,2026-07-05 08:48:17.051738+00
526967,HEERAISP,HEERAISP,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
509631,HEG,HEG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500292,HEIDELBERG,HEIDELBERG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544630,HELLOJI,HELLOJI,BSE,,1200,0.05,2026-07-05 08:48:17.051738+00
539174,HELPAGE,HELPAGE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531178,HEMANG,HEMANG,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543242,HEMIPROP,HEMIPROP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543266,HERANBA,HERANBA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
505720,HERCULES,HERCULES,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
519552,HERITGFOOD,HERITGFOOD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500182,HEROMOTOCO,HEROMOTOCO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
524669,HESTERBIO,HESTERBIO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544785,HEXAGON,HEXAGON,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
534328,HEXATRADEX,HEXATRADEX,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544362,HEXT,HEXT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500183,HFCL,HFCL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526899,HFIL,HFIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
541019,HGINFRA,HGINFRA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532761,HGM,HGM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532859,HGS,HGS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
504176,HIGHENE,HIGHENE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544741,HIGHNESS,HIGHNESS,BSE,,1200,0.05,2026-07-05 08:48:17.051738+00
524735,HIKAL,HIKAL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
542332,HIKLASS,HIKLASS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539697,HILIKS,HILIKS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544477,HILINFRA,HILINFRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544308,HILLTONE,HILLTONE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532847,HILTON,HILTON,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
514043,HIMATSEIDE,HIMATSEIDE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
505712,HIMTEK,HIMTEK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
514428,HINDADH,HINDADH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500440,HINDALCO,HINDALCO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531979,HINDALUMI,HINDALUMI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531918,HINDAPL,HINDAPL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532041,HINDBIO,HINDBIO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
509635,HINDCOMPOS,HINDCOMPOS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
513599,HINDCOPPER,HINDCOPPER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
505893,HINDHARD,HINDHARD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509895,HINDMILL,HINDMILL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500500,HINDMOTORS,HINDMOTORS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500186,HINDOILEXP,HINDOILEXP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500104,HINDPETRO,HINDPETRO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530315,HINDTIN,HINDTIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500696,HINDUNILVR,HINDUNILVR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
519574,HINDUST,HINDUST,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
542905,HINDWAREAP,HINDWAREAP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500188,HINDZINC,HINDZINC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530853,HIPOLIN,HIPOLIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531743,HIRAUTO,HIRAUTO,BSE,,100,0.05,2026-07-05 08:48:17.051738+00
504036,HIRECT,HIRECT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
590018,HISARMETAL,HISARMETAL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
521068,HISARSP,HISARSP,BSE,,100,0.01,2026-07-05 08:48:17.051738+00
543411,HITECH,HITECH,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526217,HITECHCORP,HITECHCORP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
522073,HITECHGEAR,HITECHGEAR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532359,HITKITGLO,HITKITGLO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531661,HITTCO,HITTCO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
522215,HLEGLAS,HLEGLAS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500193,HLVLTD,HLVLTD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543929,HMAAGRO,HMAAGRO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544349,HMEML,HMEML,BSE,,1600,0.01,2026-07-05 08:48:17.051738+00
500191,HMT,HMT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533217,HMVL,HMVL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
519126,HNDFDS,HNDFDS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500449,HOCL,HOCL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
523387,HOM,HOM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543259,HOMEFIRST,HOMEFIRST,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544014,HONASA,HONASA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
517174,HONAUT,HONAUT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
522064,HONDAPOWER,HONDAPOWER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544794,HORIZON,HORIZON,BSE,,1200,0.05,2026-07-05 08:48:17.051738+00
532145,HOTLSILV,HOTLSILV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526761,HOWARHO,HOWARHO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543433,HPAL,HPAL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526717,HPBL,HPBL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
502873,HPCOTTON,HPCOTTON,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543645,HPIL,HPIL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540136,HPL,HPL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544656,HRS,HRS,BSE,,400,0.05,2026-07-05 08:48:17.051738+00
526931,HRYNSHP,HRYNSHP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500184,HSCL,HSCL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543916,HSIL,HSIL,BSE,,400,0.05,2026-07-05 08:48:17.051738+00
532662,HTMEDIA,HTMEDIA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532799,HUBTOWN,HUBTOWN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540530,HUDCO,HUDCO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509820,HUHTAMAKI,HUHTAMAKI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
506024,HVL,HVL,BSE,,50,0.05,2026-07-05 08:48:17.051738+00
500262,HYBRIDFIN,HYBRIDFIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539724,HYPERSOFT,HYPERSOFT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544274,HYUNDAI,HYUNDAI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
519463,IBINFO,IBINFO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533520,IBULLSLTD,IBULLSLTD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511194,ICDSLTD,ICDSLTD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544658,ICICIAMC,ICICIAMC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540787,ICICIB22,ICICIB22,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532174,ICICIBANK,ICICIBANK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540716,ICICIGI,ICICIGI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540133,ICICIPRULI,ICICIPRULI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
521016,ICIL,ICIL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
538838,ICL,ICL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544483,ICODEX,ICODEX,BSE,,1200,0.01,2026-07-05 08:48:17.051738+00
544426,ICON,ICON,BSE,,1200,0.01,2026-07-05 08:48:17.051738+00
511260,ICONIKSPEV,ICONIKSPEV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532835,ICRA,ICRA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539149,ICSL,ICSL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500116,IDBI,IDBI,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532822,IDEA,IDEA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543932,IDEAFORGE,IDEAFORGE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544388,IDENTIXWEB,IDENTIXWEB,BSE,,2000,0.01,2026-07-05 08:48:17.051738+00
539437,IDFCFIRSTB,IDFCFIRSTB,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540154,IDFSENSEXE,IDFSENSEXE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
504375,IDREAM,IDREAM,BSE,,50,0.05,2026-07-05 08:48:17.051738+00
531840,IECEDU,IECEDU,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540750,IEX,IEX,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
507438,IFBAGRO,IFBAGRO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
505726,IFBIND,IFBIND,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500106,IFCI,IFCI,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540774,IFGLEXPOR,IFGLEXPOR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
535667,IFINSEC,IFINSEC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539692,IFINSER,IFINSER,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540377,IFL,IFL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
517380,IGARASHI,IGARASHI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539449,IGCIL,IGCIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544432,IGCL,IGCL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544311,IGIL,IGIL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532514,IGL,IGL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
506945,IGLFXPL-B,IGLFXPL-B,BSE,,50,0.01,2026-07-05 08:48:17.051738+00
500199,IGPL,IGPL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532636,IIFL,IIFL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
542773,IIFLCAPS,IIFLCAPS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526530,IIRM,IIRM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540134,IISL,IISL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
501295,IITL,IITL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531968,IITLPROJ,IITLPROJ,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543923,IKIO,IKIO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531997,IKOMA,IKOMA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544309,IKS,IKS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532907,IL&FSENGG,IL&FSENGG,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533177,IL&FSTRANS,IL&FSTRANS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539056,IMAGICAA,IMAGICAA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
513295,IMEC,IMEC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533047,IMFA,IMFA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
590065,IMPAL,IMPAL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543620,INA,INA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531129,INANI,INANI,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531672,INANISEC,INANISEC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
517370,INCAP,INCAP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531594,INCON,INCON,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538365,INCREDIBLE,INCREDIBLE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
509162,INDAG,INDAG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
517077,INDAGIV,INDAGIV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511473,INDBANK,INDBANK,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
523465,INDBNK,INDBNK,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511355,INDCEMCAP,INDCEMCAP,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532001,INDCTST,INDCTST,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531505,INDERGR,INDERGR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531253,INDGELA,INDGELA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544172,INDGN,INDGN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500850,INDHOTEL,INDHOTEL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530005,INDIACEM,INDIACEM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500201,INDIAGLYCO,INDIAGLYCO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530979,INDIAHOME,INDIAHOME,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
513361,INDIAHOMES,INDIAHOMES,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
542726,INDIAMART,INDIAMART,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
514165,INDIANACRY,INDIANACRY,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532814,INDIANB,INDIANB,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509692,INDIANCARD,INDIANCARD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
504741,INDIANHUME,INDIANHUME,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
501700,INDIANVSH,INDIANVSH,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544044,INDIASHLTR,INDIASHLTR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539448,INDIGO,INDIGO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543258,INDIGOPNTS,INDIGOPNTS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509051,INDINFO,INDINFO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544454,INDIQUBE,INDIQUBE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500202,INDLEASE,INDLEASE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532240,INDNIPPON,INDNIPPON,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
524648,INDOAMIN,INDOAMIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544334,INDOBELL,INDOBELL,BSE,,750,0.01,2026-07-05 08:48:17.051738+00
524342,INDOBORAX,INDOBORAX,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532100,INDOCITY,INDOCITY,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532612,INDOCO,INDOCO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526887,INDOCRED,INDOCRED,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
524458,INDOEURO,INDOEURO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544328,INDOFARM,INDOFARM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
504092,INDOKEM,INDOKEM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543769,INDONG,INDONG,BSE,,4000,0.01,2026-07-05 08:48:17.051738+00
500207,INDORAMA,INDORAMA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544681,INDOSMC,INDOSMC,BSE,,1000,0.05,2026-07-05 08:48:17.051738+00
541336,INDOSTAR,INDOSTAR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532717,INDOTECH,INDOTECH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533676,INDOTHAI,INDOTHAI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
541304,INDOUS,INDOUS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532894,INDOWIND,INDOWIND,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
501298,INDPRUD,INDPRUD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532150,INDRAMEDCO,INDRAMEDCO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526445,INDRANIB,INDRANIB,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
536709,INDRENEW,INDRENEW,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
522165,INDSILHYD,INDSILHYD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500319,INDSUCR,INDSUCR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532305,INDSWFTLAB,INDSWFTLAB,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533329,INDTERRAIN,INDTERRAIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
523586,INDTONER,INDTONER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531841,INDUSFINL,INDUSFINL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532187,INDUSINDBK,INDUSINDBK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
534816,INDUSTOWER,INDUSTOWER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
524614,INDXTRA,INDXTRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544567,INFINITY,INFINITY,BSE,,400,0.05,2026-07-05 08:48:17.051738+00
541083,INFLAME,INFLAME,BSE,,250,0.05,2026-07-05 08:48:17.051738+00
543644,INFOBEAN,INFOBEAN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509069,INFOMEDIA,INFOMEDIA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544393,INFONATIVE,INFONATIVE,BSE,,1600,0.01,2026-07-05 08:48:17.051738+00
504810,INFORTEC,INFORTEC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544704,INFRA,INFRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
99919060,INFRA,S&P BSE INDIA INFRASTRUCTURE INDEX,BSE,AMXIDX,1,0.00,2026-07-05 08:48:17.051738+00
543255,INFRABEES,INFRABEES,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543571,INFRAIETF,INFRAIETF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
537985,INFRONICS,INFRONICS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500209,INFY,INFY,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500210,INGERRAND,INGERRAND,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530787,INLANPR,INLANPR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
504746,INLCM,INLCM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543905,INNOKAIZ,INNOKAIZ,BSE,,800,0.01,2026-07-05 08:48:17.051738+00
544067,INNOVACAP,INNOVACAP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544302,INNOVANA,INNOVANA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
541983,INNOVATIVE,INNOVATIVE,BSE,,1000,0.01,2026-07-05 08:48:17.051738+00
541353,INNOVATORS,INNOVATORS,BSE,,800,0.05,2026-07-05 08:48:17.051738+00
544732,INNOVISION,INNOVISION,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
523840,INNOVTEC,INNOVTEC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543667,INOXGREEN,INOXGREEN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544046,INOXINDIA,INOXINDIA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539083,INOXWIND,INOXWIND,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532851,INSECTICID,INSECTICID,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532774,INSPIRISYS,INSPIRISYS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531314,INTCAPL,INTCAPL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526871,INTECCAP,INTECCAP,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
519606,INTEGFD,INTEGFD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532303,INTEGHIT,INTEGHIT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
505358,INTEGRAEN,INTEGRAEN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
538835,INTELLECT,INTELLECT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532326,INTENTECH,INTENTECH,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544232,INTERARCH,INTERARCH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544438,INTERNET,INTERNET,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530921,INTETHR,INTETHR,BSE,,100,0.01,2026-07-05 08:48:17.051738+00
505737,INTLCOMBQ,INTLCOMBQ,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509709,INTLCONV,INTLCONV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511391,INTRGLB,INTRGLB,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530259,INTSTOIL,INTSTOIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533506,INVENTURE,INVENTURE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511716,INVIGO,INVIGO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
504786,INVPRECQ,INVPRECQ,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532388,IOB,IOB,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530965,IOC,IOC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
524164,IOLCP,IOLCP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500214,IONEXCHANG,IONEXCHANG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
