token,symbol,name,exch,instrument_type,lot_size,tick_size,updated_at
533284,RPPINFRA,RPPINFRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
542333,RPSGVENT,RPSGVENT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544119,RPTECH,RPTECH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544346,RRECL,RRECL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530525,RRETAIL,RRETAIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511626,RRFIN,RRFIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531307,RRIL,RRIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543981,RRKABEL,RRKABEL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531667,RRMETAL,RRMETAL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530917,RRSECUR,RRSECUR,BSE,,100,0.01,2026-07-05 08:48:17.051738+00
530179,RSCINT,RSCINT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539875,RSDFIN,RSDFIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544731,RSL,RSL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
517447,RSSOFTWARE,RSSOFTWARE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540082,RSTL,RSTL,BSE,,450,0.05,2026-07-05 08:48:17.051738+00
500350,RSWM,RSWM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532735,RSYSTEMS,RSYSTEMS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
538611,RTFL,RTFL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
534597,RTNINDIA,RTNINDIA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533122,RTNPOWER,RTNPOWER,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531215,RTSPOWR,RTSPOWR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500367,RUBFILA,RUBFILA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544578,RUBICON,RUBICON,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
503169,RUBYMILLS,RUBYMILLS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509020,RUCHINFRA,RUCHINFRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532785,RUCHIRA,RUCHIRA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539226,RUDRA,RUDRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
514010,RUDRAECO,RUDRAECO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544121,RUDRAGAS,RUDRAGAS,BSE,,1000,0.01,2026-07-05 08:48:17.051738+00
530449,RUNGTAIR,RUNGTAIR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533552,RUPA,RUPA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533470,RUSHIL,RUSHIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543669,RUSTOMJEE,RUSTOMJEE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543251,RVHL,RVHL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
542649,RVNL,RVNL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544246,RVTH,RVTH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
517273,S&SPOWER,S&SPOWER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544526,SAATVIKGL,SAATVIKGL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539112,SAB,SAB,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540081,SABEVENTS,SABEVENTS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530461,SABOOSOD,SABOOSOD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531869,SACHEMT,SACHEMT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532710,SADBHAV,SADBHAV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539346,SADBHIN,SADBHIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
506642,SADHNANIQ,SADHNANIQ,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
523025,SAFARI,SAFARI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544257,SAFE,SAFE,BSE,,500,0.05,2026-07-05 08:48:17.051738+00
544596,SAFECURE,SAFECURE,BSE,,1200,0.01,2026-07-05 08:48:17.051738+00
531436,SAFFRON,SAFFRON,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540143,SAGARSOFT,SAGARSOFT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511254,SAGARSYST,SAGARSYST,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
502090,SAGCEM,SAGCEM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544282,SAGILITY,SAGILITY,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511533,SAHARAHOUS,SAHARAHOUS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511754,SAHLIBHFI,SAHLIBHFI,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532841,SAHYADRI,SAHYADRI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531931,SAICAPI,SAICAPI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
512097,SAICOM,SAICOM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500113,SAIL,SAIL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543541,SAILANI,SAILANI,BSE,,1600,0.01,2026-07-05 08:48:17.051738+00
544306,SAILIFE,SAILIFE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530265,SAINIK,SAINIK,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544742,SAIPARENT,SAIPARENT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
507315,SAKHTISUG,SAKHTISUG,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
590051,SAKSOFT,SAKSOFT,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
511066,SAKTHIFIN,SAKTHIFIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532713,SAKUMA,SAKUMA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540642,SALASAR,SALASAR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539353,SALAUTO,SALAUTO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540181,SALEM,SALEM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526554,SALGUTI,SALGUTI,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
590056,SALONA,SALONA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500370,SALORAINTL,SALORAINTL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
503635,SALSAIN,SALSAIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532604,SALSTEEL,SALSTEEL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
517059,SALZERELEC,SALZERELEC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
521240,SAMBANDAM,SAMBANDAM,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
511630,SAMBHAAV,SAMBHAAV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544430,SAMBHV,SAMBHV,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543984,SAMHI,SAMHI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532005,SAMINDUS,SAMINDUS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
520075,SAMKRG,SAMKRG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
535789,SAMMAANCAP,SAMMAANCAP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543376,SAMOR,SAMOR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
534598,SAMPANN,SAMPANN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544520,SAMPAT,SAMPAT,BSE,,1200,0.01,2026-07-05 08:48:17.051738+00
530617,SAMPRE,SAMPRE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543229,SAMRATFORG,SAMRATFORG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530125,SAMRATPH,SAMRATPH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539267,SAMSRITA,SAMSRITA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500371,SAMTELIN,SAMTELIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
521206,SAMTEX,SAMTEX,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530025,SAMYAKINT,SAMYAKINT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544314,SANATHAN,SANATHAN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
521222,SANBLUE,SANBLUE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511563,SANCF,SANCF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543897,SANCODE,SANCODE,BSE,,500,0.05,2026-07-05 08:48:17.051738+00
523116,SANCTRN,SANCTRN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526725,SANDESH,SANDESH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
541163,SANDHAR,SANDHAR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
504918,SANDUMA,SANDUMA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
524703,SANDUPHQ,SANDUPHQ,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538714,SANGAMFIN,SANGAMFIN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
514234,SANGAMIND,SANGAMIND,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530073,SANGHVIMOV,SANGHVIMOV,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532435,SANINFRA,SANINFRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531569,SANJIVIN,SANJIVIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
500674,SANOFI,SANOFI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544250,SANOFICONR,SANOFICONR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
516096,SANPA,SANPA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543358,SANSERA,SANSERA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544217,SANSTAR,SANSTAR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
514280,SANTETX,SANTETX,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
519260,SANWARIA,SANWARIA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538992,SAPL,SAPL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543397,SAPPHIRE,SAPPHIRE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
538795,SAPPL,SAPPL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
504614,SARDAEN,SARDAEN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532163,SAREGAMA,SAREGAMA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526885,SARLAPOLY,SARLAPOLY,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530993,SARTHAKGL,SARTHAKGL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531930,SARTHAKIND,SARTHAKIND,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
514412,SARUPINDUS,SARUPINDUS,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543688,SARVESHWAR,SARVESHWAR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539124,SARVOTTAM,SARVOTTAM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532663,SASKEN,SASKEN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533202,SATCH,SATCH,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539201,SATIA,SATIA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539404,SATIN,SATIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544189,SATTRIX,SATTRIX,BSE,,500,0.05,2026-07-05 08:48:17.051738+00
539519,SATTVASUKU,SATTVASUKU,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539218,SAUMYA,SAUMYA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
502175,SAURASHCEM,SAURASHCEM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
512634,SAVERA,SAVERA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531893,SAWACA,SAWACA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
523710,SAYAJIHOTL,SAYAJIHOTL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540728,SAYAJIIND,SAYAJIIND,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
542725,SBC,SBC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
513097,SBCL,SBCL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532102,SBECSUG,SBECSUG,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
517360,SBECSYS,SBECSYS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543959,SBFC,SBFC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
521131,SBFL,SBFL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543218,SBGLP,SBGLP,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544385,SBIBPB,SBIBPB,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543066,SBICARD,SBICARD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540719,SBILIFE,SBILIFE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544722,SBIMIDMOM,SBIMIDMOM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
500112,SBIN,SBIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544215,SBINEQWETF,SBINEQWETF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544745,SBINMID150,SBINMID150,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
535276,SBISENSEX,SBISENSEX,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544763,SBISMLETF,SBISMLETF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544762,SBIVALETF,SBIVALETF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543366,SBLI,SBLI,BSE,,1200,0.01,2026-07-05 08:48:17.051738+00
540782,SBRANDS,SBRANDS,BSE,,1000,0.01,2026-07-05 08:48:17.051738+00
544074,SBVCL,SBVCL,BSE,,600,0.05,2026-07-05 08:48:17.051738+00
526081,SCAGRO,SCAGRO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531797,SCANPRO,SCANPRO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
511672,SCANSTL,SCANSTL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543537,SCARNOSE,SCARNOSE,BSE,,1000,0.01,2026-07-05 08:48:17.051738+00
506906,SCBL,SCBL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538857,SCC,SCC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544746,SCDL,SCDL,BSE,,1600,0.01,2026-07-05 08:48:17.051738+00
505790,SCHAEFFLER,SCHAEFFLER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540497,SCHAND,SCHAND,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
534139,SCHNEIDER,SCHNEIDER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
523598,SCI,SCI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544142,SCILAL,SCILAL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544411,SCODATUBES,SCODATUBES,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531234,SCOOBEEDAY,SCOOBEEDAY,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540757,SCPL,SCPL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539526,SCTL,SCTL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
507514,SDBL,SDBL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
535647,SDC,SDC,BSE,,10000,0.01,2026-07-05 08:48:17.051738+00
524727,SDL,SDL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543782,SEALMATIC,SEALMATIC,BSE,,180,0.05,2026-07-05 08:48:17.051738+00
526807,SEAMECLTD,SEAMECLTD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
514264,SEASONST,SEASONST,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
533268,SEATV,SEATV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543234,SECMARK,SECMARK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
512161,SECURKLOUD,SECURKLOUD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544723,SEDEMAC,SEDEMAC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539921,SEIL,SEIL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532993,SEJALLTD,SEJALLTD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
515043,SEKURITIND,SEKURITIND,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
509423,SEL,SEL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544376,SELECTIPO,SELECTIPO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544786,SELECTRIC,SELECTRIC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532886,SELMC,SELMC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
505368,SEMAC,SEMAC,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543515,SEML,SEML,BSE,,375,0.01,2026-07-05 08:48:17.051738+00
543936,SENCO,SENCO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544319,SENORES,SENORES,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532985,SENSEX1,SENSEX1,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543947,SENSEXADD,SENSEXADD,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543853,SENSEXAXIS,SENSEXAXIS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538683,SENSEXBEES,SENSEXBEES,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539312,SENSEXBETA,SENSEXBETA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543999,SENSEXETF,SENSEXETF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
555555,SENSEXIETF,SENSEXIETF,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532945,SEPC,SEPC,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
512399,SERA,SERA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531794,SESHACHAL,SESHACHAL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
502450,SESHAPAPER,SESHAPAPER,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
505075,SETCO,SETCO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539031,SETFBSE100,SETFBSE100,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
590138,SETFNIF50,SETFNIF50,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
590137,SETFNIFBK,SETFNIFBK,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
541972,SETFSN50,SETFSN50,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544333,SETL,SETL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533605,SETUINFRA,SETUINFRA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544428,SEVL,SEVL,BSE,,1200,0.01,2026-07-05 08:48:17.051738+00
524324,SEYAIND,SEYAIND,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540203,SFL,SFL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526532,SFPIL,SFPIL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543519,SFSL,SFSL,BSE,,1500,0.01,2026-07-05 08:48:17.051738+00
501479,SFTL,SFTL,BSE,,50,0.01,2026-07-05 08:48:17.051738+00
539199,SGFIN,SGFIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543391,SGFRL,SGFRL,BSE,,750,0.01,2026-07-05 08:48:17.051738+00
541929,SGIL,SGIL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532730,SGL,SGL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526544,SGLRES,SGLRES,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
512329,SGMART,SGMART,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
531812,SGNTE,SGNTE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540737,SGRL,SGRL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544685,SHADOWFAX,SHADOWFAX,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533275,SHAH,SHAH,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
513436,SHAHALLOYS,SHAHALLOYS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
509870,SHAHCON,SHAHCON,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
519031,SHAHFOOD,SHAHFOOD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526508,SHAHISHIP,SHAHISHIP,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
542862,SHAHLON,SHAHLON,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
501423,SHAILY,SHAILY,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526841,SHAKTIPR,SHAKTIPR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531431,SHAKTIPUMP,SHAKTIPUMP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
540797,SHALBY,SHALBY,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532455,SHALIWIR,SHALIWIR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
509874,SHALPAINTS,SHALPAINTS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
512499,SHALPRO,SHALPRO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540259,SHANGAR,SHANGAR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540425,SHANKARA,SHANKARA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544365,SHANMUGA,SHANMUGA,BSE,,2000,0.01,2026-07-05 08:48:17.051738+00
544059,SHANTIDENM,SHANTIDENM,BSE,,2000,0.01,2026-07-05 08:48:17.051738+00
522034,SHANTIGEAR,SHANTIGEAR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544459,SHANTIGOLD,SHANTIGOLD,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
534708,SHANTIGURU,SHANTIGURU,BSE,,3000,0.01,2026-07-05 08:48:17.051738+00
531925,SHAQUAK,SHAQUAK,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538666,SHARDACROP,SHARDACROP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
535602,SHARDAMOTR,SHARDAMOTR,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
512393,SHARDUL,SHARDUL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540725,SHAREINDIA,SHAREINDIA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
590109,SHARIABEES,SHARIABEES,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540786,SHARIKA,SHARIKA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
524548,SHARMEH,SHARMEH,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
538212,SHARPINV,SHARPINV,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543341,SHARPLINE,SHARPLINE,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544506,SHARVAYA,SHARVAYA,BSE,,600,0.05,2026-07-05 08:48:17.051738+00
540221,SHASHANK,SHASHANK,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540147,SHASHIJIT,SHASHIJIT,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526739,SHAWGELTIN,SHAWGELTIN,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544686,SHAYONAENG,SHAYONAENG,BSE,,1000,0.05,2026-07-05 08:48:17.051738+00
526981,SHBAJRG,SHBAJRG,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
533301,SHEKHAWATI,SHEKHAWATI,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
543963,SHELTER,SHELTER,BSE,,3000,0.01,2026-07-05 08:48:17.051738+00
538685,SHEMAROO,SHEMAROO,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530757,SHENTRA,SHENTRA,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526117,SHERVANI,SHERVANI,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539111,SHESHAINDS,SHESHAINDS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
526137,SHETR,SHETR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530797,SHGANEL,SHGANEL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
524336,SHHARICH,SHHARICH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
526883,SHIKHAR,SHIKHAR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
507952,SHIKHARLETR,SHIKHARLETR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
531201,SHILCTECH,SHILCTECH,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
513709,SHILGRAVQ,SHILGRAVQ,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544080,SHILINDORE,SHILINDORE,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
530549,SHILPAMED,SHILPAMED,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
519397,SHINDL,SHINDL,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
543244,SHINEFASH,SHINEFASH,BSE,,4000,0.01,2026-07-05 08:48:17.051738+00
544646,SHIPWAVES,SHIPWAVES,BSE,,10000,0.01,2026-07-05 08:48:17.051738+00
540693,SHISHIND,SHISHIND,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539593,SHIVA,SHIVA,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
530433,SHIVAAGRO,SHIVAAGRO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
532323,SHIVACEM,SHIVACEM,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540072,SHIVAEXPO,SHIVAEXPO,BSE,,10000,0.01,2026-07-05 08:48:17.051738+00
522237,SHIVAGR,SHIVAGR,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
539148,SHIVALIK,SHIVALIK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
544165,SHIVAM,SHIVAM,BSE,,1500,0.05,2026-07-05 08:48:17.051738+00
532776,SHIVAMAUTO,SHIVAMAUTO,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
540961,SHIVAMILLS,SHIVAMILLS,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
511108,SHIVATEX,SHIVATEX,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
539683,SHIVKAMAL,SHIVKAMAL,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544272,SHIVTEXCHEM,SHIVTEXCHEM,BSE,,400,0.05,2026-07-05 08:48:17.051738+00
539450,SHK,SHK,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
532083,SHKALYN,SHKALYN,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
516106,SHKARTP,SHKARTP,BSE,,1,0.01,2026-07-05 08:48:17.051738+00
544582,SHLOKKA,SHLOKKA,BSE,,1200,0.01,2026-07-05 08:48:17.051738+00
543970,SHOORA,SHOORA,BSE,,1500,0.01,2026-07-05 08:48:17.051738+00
532638,SHOPERSTOP,SHOPERSTOP,BSE,,1,0.05,2026-07-05 08:48:17.051738+00
